8.285078,2.142944,8.561777,3.407865,3.436967,2.072389,8.559961,6.415023,7.062879,6.541542,3.356101,8.254905,3.382678,0.659089,6.729407,6.733885,1.611817,1.559202,2.935732,3.103387,4.481291,7.360516,0.633529,1.174473,7.418011,2.699190,4.784907,7.064962,6.137539,6.605362,4.064984,4.653927,2.967418,6.289574,4.414836,5.479974,0.173748,5.401236,4.529780,4.868646,6.152473,8.468484,8.907019,2.015347,1.750362,2.040822,7.473005,7.004408,4.383977,1.230359,2.322291,8.811730,0.894483,5.462985,8.667244,0.793224,1.306135,8.255172,4.730796,3.007869,3.145917,0.832431,1.682191,0.399529
8.006136,0.825689,7.049584,8.855480,3.398005,7.446830,5.567010,7.392999,4.752859,5.450506,3.061558,7.377025,5.742927,2.243301,2.161160,8.911840,4.070782,7.537231,0.230395,5.742493,8.525506,7.689493,2.249481,0.261623,8.096234,5.001325,7.481208,8.945468,5.142604,0.044986,5.511861,0.038078,4.449208,5.858798,0.960437,1.797036,5.477123,3.482838,5.230252,3.104083,5.601155,2.894826,2.114086,7.845771,0.514063,8.524695,2.998106,7.481237,1.215449,3.707501,5.276407,3.278662,3.283150,1.576651,2.770265,1.630996,0.199887,8.421363,6.241152,7.836404,3.040294,8.768366,1.557198,0.317861
7.904631,6.705456,5.807550,4.989306,0.994573,5.156367,6.669040,0.780325,8.042743,7.501738,2.437676,4.060084,8.912061,8.995703,8.178861,7.155487,6.772879,0.658708,6.647738,0.480374,2.426844,5.285763,4.679838,5.185380,6.021030,1.387097,6.730746,0.297587,3.722028,5.663765,3.939439,3.215203,8.808167,7.605807,1.245742,2.042325,8.509198,0.532199,8.329801,4.252087,2.107448,7.926229,4.082040,7.026212,0.412028,6.130079,5.681145,5.300720,3.289006,8.105550,8.941028,4.605400,3.711954,4.853455,1.298094,3.756581,4.726688,5.403447,7.811471,1.945225,0.514975,0.498046,2.306241,6.771828
2.071809,1.640470,5.844030,1.327259,6.522804,6.857260,4.507572,1.980976,4.794352,5.891454,5.376806,6.772648,1.890645,7.219478,4.757219,7.261094,7.859199,7.122215,7.509896,3.820507,7.975951,5.005352,6.857887,3.755665,7.645057,8.660165,6.658484,7.002189,3.267097,0.747965,3.355308,4.378774,4.843894,2.721982,2.458566,6.869395,5.067456,5.315327,0.020715,0.322863,2.423572,3.627034,7.811658,6.175023,6.941603,7.768928,2.352690,4.561588,8.680108,0.934897,7.083097,7.885970,7.658389,1.845475,4.506944,1.483827,2.218031,2.023814,6.371578,2.090619,3.464627,8.815312,6.886205,8.773792
5.025699,7.854269,8.906605,6.246540,6.663450,7.071097,4.044060,1.938714,3.656874,2.382643,6.829674,6.788012,6.021784,7.055020,1.758452,0.146527,0.395751,2.605183,0.217494,3.295205,8.730885,1.258066,7.327941,7.668915,8.779846,3.343092,2.141173,1.442075,8.285588,4.152007,7.566188,0.177787,5.256215,6.550422,6.078323,3.999663,6.410444,5.888838,5.186151,1.187161,1.465341,1.925515,1.375064,0.428833,0.502115,1.187319,4.519908,7.872884,4.785458,8.901091,2.510806,4.890937,2.650525,8.403450,8.479230,5.850413,0.396411,8.574786,7.090208,4.032679,0.693924,6.858890,0.340037,7.475554
7.386118,3.507421,0.205520,4.660640,7.667349,8.565899,2.833796,7.480901,1.068272,1.037097,5.796766,3.383340,5.549384,1.565851,3.126136,7.825887,4.481895,6.365209,3.587492,1.365827,1.108222,0.026961,2.714511,8.497400,8.492626,5.288177,4.675924,0.288939,6.991788,7.308101,4.004606,6.284093,3.998138,4.047523,7.730924,7.091904,7.534092,6.082398,2.975231,3.428877,8.825715,0.216682,0.213994,4.711866,5.235169,4.511634,2.194536,5.826759,0.841020,8.554867,5.304382,0.183299,7.643525,1.590467,3.893428,8.775187,5.331505,8.154521,6.142391,0.511443,3.160778,2.422268,0.739336,3.001055
4.803223,4.344263,7.648794,1.258179,4.244269,6.243797,8.792316,2.918666,6.815509,4.790600,6.680531,0.936180,5.558250,5.847264,6.388297,8.545554,1.116125,1.059912,1.773924,3.118597,4.736330,5.340158,8.846306,8.004318,7.638410,5.508127,4.053502,2.539366,3.804357,1.798317,4.374309,1.014154,5.460259,8.359734,4.481231,5.398185,1.631048,2.691056,2.088508,0.536729,1.266965,3.305768,5.253843,4.570679,0.845349,0.526128,8.048087,4.233937,4.382084,0.174611,0.972954,0.271685,3.749946,1.815883,1.151997,0.524548,4.793954,4.201517,1.087891,5.355622,7.183488,7.439675,3.233868,5.552888
8.129875,3.812276,1.536405,8.388978,6.611404,8.633406,1.064106,4.444877,8.858115,8.977454,7.300200,6.464261,6.390001,7.644547,1.729771,4.411072,4.252723,5.673281,6.647135,7.169497,4.287268,3.422899,3.307857,5.032492,8.091217,1.047832,5.048767,7.232241,1.461595,8.462278,4.972541,4.553359,0.990741,1.797309,3.312181,5.326051,4.848192,3.430980,7.482382,7.284880,6.354008,3.480754,6.851086,4.305014,2.971096,5.670678,1.619034,7.994558,6.604919,2.988915,0.872320,4.097852,2.676856,4.287916,4.173244,6.264165,2.174648,1.872429,2.094936,5.055860,5.868057,6.453026,4.983047,3.213307
0.799159,7.948125,6.494543,6.686362,8.993419,6.093260,5.455336,7.619430,3.629111,3.433371,5.447906,4.417553,1.096676,3.285611,8.746136,2.279255,0.817049,3.797104,0.363769,0.500859,0.587903,7.652065,5.664406,0.289458,8.892737,3.996999,0.781719,4.356262,3.284598,5.296922,8.411960,5.144847,4.606468,0.566510,4.925512,6.857002,2.264178,5.608153,7.032129,7.402497,5.883153,4.007363,0.590240,4.726598,5.967769,0.506783,0.725226,3.785733,8.531226,0.088227,6.567975,1.702090,2.744996,2.163002,6.189755,7.203306,8.508272,1.035433,5.091920,1.291274,1.906304,8.108317,5.267641,2.790596
7.702367,3.810268,4.902513,6.881897,0.216299,7.071893,3.130302,1.353359,4.862396,2.697038,3.649264,1.706110,5.641008,7.864270,5.555711,8.407257,1.525880,7.520015,5.506136,0.519348,6.945789,8.201552,8.246830,2.257455,5.649129,2.499172,7.870293,8.553808,4.310501,2.549532,0.685946,8.152368,1.694112,5.301950,3.651009,8.453126,6.681315,0.014100,1.499809,3.335751,5.540571,0.042894,3.170507,6.762744,8.311226,4.499710,1.202428,2.000586,4.842667,4.128273,3.020690,2.053635,3.919371,4.916833,0.082583,7.547800,4.207818,1.968984,5.790717,3.188496,2.950932,1.622046,3.448292,0.449356
