5.009695,5.641938,8.135100,4.636790,5.735433,0.258206,2.066343,1.583003,0.389317,3.025061,4.078651,6.752046,2.861231,1.123722,1.693097,2.573908,0.409203,7.010460,3.182526,5.972232,0.414463,6.205585,8.349776,0.107492,5.164399,2.766682,1.313642,2.112588,1.694135,4.509500,7.935783,7.656040,8.706851,6.522228,6.793734,0.040566,4.502408,5.558949,2.708924,3.205781,8.681734,1.211467,1.002747,3.523778,7.031051,3.638736,1.574708,2.071596,3.043114,4.956821,8.765179,4.067803,4.343958,8.788389,5.707429,5.333742,5.812133,6.294507,8.813278,7.154338,3.427546,5.424113,8.250284,4.075437
3.196061,6.386450,3.124493,2.730854,6.163238,0.555617,0.530738,4.822380,2.222882,5.418384,8.377484,8.109290,5.034061,2.587890,4.691322,2.121755,5.380473,5.383929,6.823398,1.677770,2.476897,5.555453,4.403859,6.068757,5.609055,0.568052,1.337984,2.441676,8.056440,4.032367,2.707270,5.319027,2.266787,2.043795,7.156874,8.156191,6.581556,1.556710,7.205685,5.386945,2.782651,7.584007,8.610497,7.394826,1.981152,6.934289,1.686602,6.713433,8.407128,6.546926,4.390908,5.211026,2.349771,6.421938,4.613614,3.194516,4.039687,5.865411,6.926931,4.260581,3.515562,0.827325,5.252388,8.873734
8.455103,5.260260,2.521007,8.413831,3.027110,4.689301,1.625861,5.458665,7.970794,1.365667,6.037711,5.243072,1.929739,6.361298,3.179187,8.784229,2.851231,4.921295,4.592303,6.567076,2.289009,4.918557,5.014542,0.995733,5.904623,4.895665,3.746272,4.202205,3.841068,6.572185,8.800763,8.739842,6.545591,7.190261,1.974424,7.250000,6.281103,4.671214,7.897285,7.279666,3.734581,2.112320,1.380534,2.129780,2.926826,7.481472,4.822839,5.424720,4.631412,7.761366,0.452115,1.413361,1.267063,1.567618,8.226843,7.071089,1.718410,6.986001,0.719614,4.866598,1.859615,8.753481,4.416021,8.311685
4.068819,7.365988,6.262158,0.153163,2.552917,3.466324,1.463811,7.997698,1.374212,7.285254,7.566511,6.920934,0.247512,6.548978,2.013611,6.791510,1.330415,3.641616,2.046604,0.952946,5.493569,7.797460,1.523596,2.325343,8.537583,7.525873,4.003815,7.883875,3.608570,7.439065,0.862718,3.917395,6.955619,4.684026,6.380069,0.125171,4.830189,2.750286,3.831768,7.354799,6.701783,8.973454,0.694377,4.786324,3.106188,1.455217,1.715031,7.637201,8.339472,5.149321,3.651344,1.728942,5.037953,2.390779,2.859590,5.520560,0.108749,3.392143,3.454681,2.654905,7.383894,5.993920,5.216685,4.745073
2.034088,4.464423,4.619448,0.370978,6.100607,8.536618,3.638609,8.240545,7.053926,0.932348,0.255603,7.068636,2.831178,1.988181,6.789089,2.496130,5.971015,2.715145,7.820957,5.518390,0.585721,2.020256,2.420267,6.685166,3.868783,6.864061,3.746856,2.083205,7.179060,5.547660,4.048180,4.635626,3.223336,8.699789,7.426717,2.279738,3.871931,2.356857,6.109567,6.607642,2.315610,8.288680,0.521067,6.880143,2.659123,1.252966,1.688889,0.509040,7.864016,3.831772,3.618677,5.862754,7.496470,2.207468,2.060610,4.089997,8.842646,8.435452,0.988928,1.853093,1.487767,8.032994,3.533617,8.799565
1.211193,2.874406,1.897825,4.523729,1.854409,2.939897,1.630113,3.990002,0.773549,2.743367,2.209491,8.734400,8.446702,7.842181,3.778487,3.080255,4.936346,7.724608,8.041631,6.782516,5.291021,8.868757,2.551085,6.136015,2.649750,2.449343,6.024324,5.807196,3.271241,0.427456,7.526193,7.245463,3.652574,5.853267,7.879762,8.913658,4.523502,8.622844,7.602729,8.200619,7.937776,5.754538,8.802819,8.271159,5.302466,1.355313,1.966340,1.901503,4.086683,3.004501,4.967224,1.688464,3.488888,6.089326,2.068823,0.541053,7.275425,0.922105,0.438957,1.294331,4.937531,3.549110,6.392172,8.304646
2.072804,1.314114,6.323216,6.088071,8.941413,4.473406,4.451056,8.147225,6.931334,3.487340,7.284325,8.022480,3.152527,4.389635,4.015383,3.459571,7.534438,5.414876,6.349828,3.304437,2.340818,0.148620,6.452733,3.294993,7.686307,0.894080,1.979072,7.697593,5.806197,6.519116,0.685474,7.210528,6.876548,5.107134,1.566412,6.304352,0.017565,6.227320,7.598608,3.327763,1.848363,4.864042,1.396650,8.427397,6.870158,4.133073,5.190731,8.417073,7.303846,7.157250,4.921861,2.030727,7.510153,3.655192,7.818881,7.588501,6.581201,6.066053,2.055811,2.264897,6.552502,5.314986,3.314980,4.242714
3.675926,3.915619,4.452333,8.232808,7.123599,8.661113,0.284873,2.187743,7.284454,1.066924,8.067666,5.392425,0.240234,1.264346,4.248260,3.295195,1.585781,2.126046,3.407651,1.293689,1.673960,7.523249,1.572887,7.208074,2.508313,4.994745,5.738293,1.223195,6.308994,8.331691,6.472276,6.299028,7.808185,5.278380,8.192871,6.033781,0.566027,7.128373,4.415705,1.404358,7.606094,3.863349,3.243199,7.695952,2.015631,7.755172,1.451388,7.496083,1.382132,6.030836,8.871536,1.175426,3.757597,2.672139,8.600079,2.618865,7.350418,7.156883,3.972562,4.418443,6.358836,0.922999,1.076586,5.192741
6.999216,2.522092,8.660307,3.816216,0.611430,1.958939,0.134606,3.225898,0.410039,4.911176,0.195603,5.647039,1.297230,3.038653,4.306708,0.171514,7.274197,0.847248,2.706101,0.772457,7.607949,0.277448,4.753593,6.118735,6.830322,0.878869,7.009861,2.404603,7.363896,3.386474,5.337335,3.803977,5.837566,1.809824,7.361588,3.821975,8.949525,6.499754,0.326363,1.726590,6.113641,2.066859,8.287197,5.622143,8.813916,6.184477,1.080205,6.028746,2.577832,5.471551,5.028919,2.345775,5.375891,5.979626,6.252630,7.662628,2.678560,8.675166,8.241277,4.588623,6.401231,4.989648,6.366085,3.842718
3.709766,6.152559,1.601712,7.801777,6.589177,5.440297,4.954134,3.224432,8.395640,1.238078,6.856119,8.877443,6.482887,3.794715,4.697709,7.296604,3.765350,6.739226,1.087414,7.152666,0.490446,3.789270,2.558003,8.908590,5.570721,7.004848,1.074513,5.848481,4.260708,3.971291,6.853657,5.009221,5.682092,0.321193,0.639446,0.132095,3.886652,5.783204,4.202612,2.692434,8.526040,4.249668,1.196562,7.083274,7.479863,2.473824,1.375695,0.028585,5.188521,0.619648,6.714596,5.269882,3.770550,1.471212,2.208108,0.816098,3.226416,8.617629,0.337010,4.913446,2.008577,8.375183,1.332254,3.428029
